Age,Income,AdSpend,ClickThroughRate,ConversionRate,WebsiteVisits,PagesPerVisit,TimeOnSite,SocialShares,EmailOpens,EmailClicks,PreviousPurchases,LoyaltyPoints,Conversion
1.4901960784313728,1.7988182069984304,1.2927673811609615,0.23391680350289717,0.8212958389551784,0.0,0.3108448869322685,0.9514700779707927,0.38383838383838387,0.631578947368421,2.0,0.8888888888888888,0.27525505101020203,2.0
2.0,0.33462591942880004,0.7675626459091927,1.0050938289075853,1.8181881825911226,1.7142857142857142,0.42600049835155307,0.6693803266136982,0.10101010101010102,0.21052631578947367,1.5555555555555554,0.4444444444444444,1.383876775355071,2.0
1.0980392156862746,1.0531806850706307,0.2922601022020466,1.8449604727713753,0.6990842387832101,0.08163265306122448,1.6053984301374882,1.834353585799948,0.0,1.1578947368421053,0.4444444444444444,1.7777777777777777,0.9349869973994799,2.0
0.5490196078431373,0.37040285599975387,0.08880124069753662,0.8801551892357729,0.8210092251993235,1.9183673469387754,0.7869002498727717,1.9576436642914299,1.7979797979797982,0.21052631578947367,0.4444444444444444,0.0,0.9853970794158832,2.0
1.647058823529412,0.9840581048225772,0.3188545332056859,1.6750130852716905,1.0519416502820014,0.0,0.2325730817670293,1.8617406187535583,0.12121212121212122,0.631578947368421,1.3333333333333333,1.7777777777777777,1.7383476695339068,2.0
0.27450980392156865,0.3525528575385468,1.9154309041838675,0.9917791006803237,1.5928075896585863,0.24489795918367346,0.2501318930022786,1.0005990205777624,1.9191919191919193,0.5263157894736842,1.7777777777777777,0.0,1.3266653330666134,2.0
0.7843137254901962,0.08618779429415568,1.455434823741643,0.21361682841293667,0.5364760693963228,1.7142857142857142,0.16748482861973152,1.4071000645169365,1.090909090909091,1.4736842105263157,0.6666666666666666,1.3333333333333333,0.3720744148829766,2.0
1.4901960784313728,0.5704151663435202,1.0556279581329355,0.2957136902204316,1.8836828946462838,1.9591836734693877,0.36129663671199497,0.3430674280598361,1.9393939393939394,0.9473684210526315,0.6666666666666666,0.0,1.1934386877375476,2.0
0.7058823529411764,1.8584618225463945,1.8834770684026259,0.0933298032327596,1.0797861687676016,0.5306122448979591,0.9940215791930012,1.9023170554264166,1.474747474747475,0.42105263157894735,1.7777777777777777,1.1111111111111112,0.1840368073614723,2.0
0.8627450980392157,1.7042132151540332,1.2384775173173928,0.390645295556429,1.6819716078676397,0.8979591836734693,0.030057216325362457,0.5673719286730521,0.2828282828282829,0.8421052631578947,0.8888888888888888,1.7777777777777777,1.5159031806361272,2.0
